Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
27.09.17;16:13:29;1;0;0.1608;0.1441;0.1936;0.1853;0.3221;0.3147;0.3569;0.3377;0.501;0.542;0.457;0.451;
