Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
27.09.17;16:11:46;1;0;0.1819;0.1392;0.1392;0.1593;0.3431;0.3275;0.3309;0.3225;0.470;0.575;0.579;0.506;
