Date;Time;No.;PAR;F1;F2;F3;F4;Fm'1;Fm'2;Fm'3;Fm'4;Y(II)1;Y(II)2;Y(II)3;Y(II)4;
27.09.17;16:10:10;1;0;0.1569;0.1814;0.1990;0.1740;0.3828;0.3966;0.4750;0.3946;0.590;0.543;0.581;0.559;
